Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HouseAge,TotalSquareFeet
1178,50,4,69.0,3950,1,1,1,1,1,1,0,5,4,6,1,5,6,8,1926,2004,4,0,2,3,3,0.0,3,4,2,4,4,2,3,468,6,0,350,818,5,4,1,1,818,406,0,1224,0,0,1,0,3,1,3,5,6,0,0,3,1926.0,2,1,210,5,5,0,0,0,116,0,0,0,0,0,0,0,12,2009,4,1,115000,83,2042
1179,50,2,54.0,7681,1,0,3,0,1,3,0,12,7,6,1,5,5,6,1921,1950,4,0,12,13,3,0.0,3,4,5,4,4,2,6,0,6,0,731,731,5,0,1,1,820,523,0,1343,0,0,1,1,3,1,3,7,6,1,2,3,1921.0,2,1,186,3,5,1,192,0,102,0,0,0,0,0,0,0,7,2009,4,1,154900,88,2074
1180,20,2,77.0,8335,1,0,1,0,1,0,0,2,7,6,1,6,5,5,1954,1954,4,0,12,13,3,0.0,3,4,1,0,0,0,2,0,0,0,0,0,5,1,1,1,1124,0,0,1124,0,0,1,0,3,1,3,5,2,1,2,0,1980.0,0,0,0,0,0,0,0,36,190,0,0,0,0,0,0,0,4,2006,4,1,93000,52,1124
1181,60,2,69.0,11170,1,0,0,0,1,0,0,16,7,6,1,2,7,5,1990,1991,4,0,2,3,3,0.0,3,4,0,2,4,2,5,1216,6,0,0,1216,5,0,1,1,1298,1216,0,2514,0,0,2,1,4,1,3,8,6,0,0,6,1990.0,3,2,693,5,5,1,0,0,0,0,0,0,0,3,0,0,4,2006,4,1,250000,16,3730
1182,120,4,64.0,5587,1,0,3,2,1,1,2,12,7,6,2,6,8,5,2008,2008,0,0,10,6,0,186.0,1,4,3,1,4,1,0,1480,6,0,120,1600,5,0,1,1,1652,0,0,1652,1,1,2,0,2,1,2,5,6,1,2,6,2008.0,3,2,482,5,5,1,162,53,0,153,0,0,0,0,0,0,11,2008,8,2,392500,0,3252
1183,60,2,160.0,15623,1,0,3,0,1,0,0,22,7,6,1,2,10,5,1996,1996,0,0,12,10,3,0.0,2,4,3,1,4,4,0,2096,6,0,300,2396,5,0,1,1,2411,2065,0,4476,1,0,3,1,4,1,1,10,6,2,5,6,1996.0,3,3,813,5,5,1,171,78,0,0,0,555,1,2,0,0,7,2007,4,4,745000,11,6872
1184,30,2,60.0,10800,1,1,1,0,1,1,0,5,7,6,1,6,5,6,1920,1950,0,0,1,2,3,0.0,3,4,5,4,4,2,3,821,6,0,299,1120,5,0,1,1,1130,0,0,1130,1,0,1,0,2,1,3,5,6,1,2,3,1970.0,2,2,720,5,5,1,229,0,0,0,0,0,0,0,0,0,6,2006,4,1,120000,86,2250
1185,20,2,50.0,35133,0,0,1,0,1,1,2,16,7,6,1,6,5,4,1963,1963,0,0,2,3,2,226.0,3,4,2,4,4,1,3,1159,6,0,413,1572,5,1,1,1,1572,0,0,1572,1,0,1,1,3,1,3,5,6,2,5,5,1963.0,1,3,995,5,5,1,0,263,0,0,263,0,0,0,0,0,5,2007,4,1,186700,44,3144
1186,50,2,60.0,9738,1,0,1,0,1,1,0,2,7,6,1,5,5,7,1924,1950,4,0,9,11,3,0.0,3,1,5,4,4,2,1,392,6,0,392,784,5,1,1,1,949,272,0,1221,1,0,1,0,4,1,3,7,6,0,0,6,1965.0,2,1,392,5,5,1,0,0,236,0,0,0,0,0,0,0,3,2006,4,1,104900,82,2005
1187,190,2,107.0,10615,1,0,3,1,1,0,2,5,4,3,3,2,3,5,1900,1970,4,0,0,1,3,0.0,3,4,2,3,4,3,1,440,6,0,538,978,5,4,1,1,1014,685,0,1699,1,0,2,0,3,2,3,7,6,0,0,1,1920.0,2,2,420,3,3,1,0,74,0,0,0,0,0,0,0,0,8,2009,4,4,95000,109,2677
1188,20,2,89.0,12461,1,0,1,0,1,0,0,22,7,6,1,6,8,5,1994,1995,4,0,13,10,3,0.0,2,4,3,2,4,2,0,1456,6,0,168,1624,5,0,1,1,1624,0,0,1624,1,0,2,0,2,1,2,5,6,1,3,6,1994.0,1,3,757,5,5,1,0,114,192,0,0,0,0,3,0,0,7,2006,4,1,262000,12,3248
1189,60,2,68.0,8935,1,0,3,0,1,1,0,13,7,6,1,2,7,5,2002,2002,4,0,5,5,2,95.0,2,4,3,2,4,2,6,0,6,0,831,831,5,0,1,1,831,829,0,1660,0,0,2,1,3,1,2,7,6,0,0,6,2002.0,1,2,493,5,5,1,144,68,0,0,0,0,0,0,0,0,7,2009,4,1,195000,7,2491
1190,60,2,60.0,7500,1,0,1,0,1,1,0,1,7,6,1,2,7,5,1999,1999,4,0,5,5,3,0.0,3,4,3,4,4,2,6,0,6,0,994,994,5,1,1,1,1028,776,0,1804,0,0,2,1,3,1,2,7,6,1,5,6,1999.0,3,2,442,5,5,1,140,60,0,0,0,0,0,0,0,0,6,2010,4,1,189000,11,2798
1191,190,2,69.0,32463,1,0,1,3,1,1,2,17,7,6,3,6,4,4,1961,1975,4,0,2,3,0,149.0,3,1,2,4,4,4,1,1159,6,0,90,1249,5,0,1,1,1622,0,0,1622,1,0,1,0,3,1,3,7,6,1,5,5,1975.0,3,4,1356,5,5,1,439,0,0,0,0,0,0,0,0,0,3,2007,4,1,168000,46,2871
1192,160,0,24.0,2645,1,2,1,0,1,1,0,10,7,6,0,2,8,5,1999,2000,4,0,2,3,2,456.0,2,4,3,2,4,2,6,0,6,0,776,776,5,0,1,1,764,677,0,1441,0,0,2,1,2,1,2,5,6,0,0,3,1999.0,2,2,492,5,5,1,206,0,0,0,0,0,0,0,0,0,11,2007,4,1,174000,8,2217
1193,50,4,60.0,9600,1,1,1,0,1,1,0,5,7,6,1,5,5,8,1925,1994,5,0,5,5,3,0.0,3,4,3,4,4,3,6,0,6,0,702,702,5,1,1,1,842,630,0,1472,0,0,1,0,3,1,2,6,6,0,0,3,1925.0,2,1,250,5,3,2,0,0,84,0,0,0,0,4,0,0,7,2007,4,1,125000,82,2174
1194,120,4,69.0,4500,1,0,1,0,1,3,0,17,7,6,2,6,6,5,1999,1999,0,0,5,5,2,425.0,3,4,3,1,4,2,0,883,6,0,341,1224,5,0,1,1,1224,0,0,1224,1,0,2,0,2,1,3,5,6,0,0,6,1999.0,3,2,402,5,5,1,0,304,0,0,0,0,0,0,0,0,6,2009,4,1,165000,10,2448
1195,60,2,80.0,9364,1,0,1,0,1,0,0,24,7,6,1,2,6,7,1969,1969,4,0,0,1,0,143.0,3,4,2,4,4,2,4,371,6,0,292,663,5,4,1,1,663,689,0,1352,0,0,1,1,4,1,3,7,6,0,0,6,1969.0,3,1,299,5,5,1,379,36,0,0,0,0,0,2,0,0,3,2010,4,1,158000,41,2015
1196,60,2,51.0,8029,1,0,3,0,1,1,0,1,7,6,1,2,6,5,2005,2005,4,0,5,5,3,0.0,3,4,3,2,4,2,6,0,6,0,728,728,5,0,1,1,728,728,0,1456,0,0,2,1,3,1,2,8,6,0,0,6,2005.0,3,2,400,5,5,1,100,24,0,0,0,0,0,0,0,0,7,2008,4,1,176000,3,2184
1197,60,2,58.0,14054,1,0,3,0,1,1,0,1,7,6,1,2,7,5,2006,2006,4,0,5,5,3,0.0,2,4,3,2,4,4,6,0,6,0,879,879,5,0,1,1,879,984,0,1863,0,0,2,1,4,1,2,9,6,1,2,2,2006.0,3,3,660,5,5,1,100,17,0,0,0,0,0,0,0,0,11,2006,8,2,219210,0,2742
1198,75,4,65.0,8850,1,0,3,1,1,0,0,5,7,6,1,0,7,6,1916,1950,4,0,2,3,3,0.0,3,4,5,4,4,2,6,0,6,0,815,815,5,0,1,1,815,875,0,1690,0,0,1,0,3,1,3,7,6,1,2,3,1916.0,2,1,225,5,5,1,0,0,330,0,0,0,0,0,0,0,7,2006,7,1,144000,90,2505
1199,20,2,70.0,9100,1,0,1,0,1,1,0,13,7,6,1,6,7,5,2001,2001,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,1212,1212,5,0,1,1,1212,0,0,1212,0,0,2,0,3,1,2,6,6,0,0,6,2001.0,1,2,573,5,5,1,356,0,0,0,0,0,0,0,0,0,6,2009,4,1,178000,8,2424
1200,20,2,75.0,11235,1,0,1,0,1,1,0,24,7,6,1,6,4,5,1963,1979,4,0,0,1,2,51.0,3,4,2,4,4,2,3,547,6,0,504,1051,5,1,1,1,1382,0,0,1382,0,0,1,1,3,1,3,6,6,1,4,6,1974.0,2,2,459,5,5,1,0,82,0,0,0,0,0,0,0,0,10,2006,4,1,148000,43,2433
1201,20,2,71.0,9353,1,0,1,0,1,1,0,14,7,6,1,6,4,5,1970,1970,4,0,2,3,3,0.0,3,4,2,4,4,2,6,0,6,0,864,864,5,1,1,1,864,0,0,864,0,0,1,0,3,1,3,5,6,0,0,6,1972.0,2,1,280,5,5,1,0,0,0,0,0,0,0,0,4,0,7,2006,5,4,116050,36,1728
1202,60,2,80.0,10400,1,0,1,0,1,0,0,13,7,6,1,2,7,5,1998,1998,4,0,5,5,3,0.0,3,4,3,2,4,4,6,0,6,0,866,866,5,0,1,1,866,913,0,1779,0,0,2,1,3,1,2,6,6,0,0,6,1998.0,1,2,546,5,5,1,198,36,0,0,0,0,0,0,0,0,3,2009,4,1,197900,11,2645
1203,50,4,50.0,6000,1,0,1,0,1,0,0,3,7,6,1,5,5,8,1925,1997,4,0,12,13,3,0.0,3,4,5,4,4,2,6,0,6,0,884,884,5,0,1,1,884,464,0,1348,1,0,1,0,3,1,3,5,6,1,3,3,1960.0,2,1,216,5,5,0,0,0,208,0,0,0,0,0,0,0,5,2009,4,1,117000,84,2232
1204,20,2,75.0,9750,1,0,1,0,1,1,0,13,7,6,1,6,7,5,2000,2001,4,0,5,5,2,171.0,2,4,3,2,4,2,6,0,6,0,1630,1630,5,0,1,1,1630,0,0,1630,0,0,2,0,3,1,2,6,6,1,5,6,2000.0,2,2,451,5,5,1,74,234,0,0,0,0,0,0,0,0,10,2009,4,1,213000,9,3260
1205,20,2,78.0,10140,1,0,1,0,1,1,0,6,7,6,1,6,5,6,1975,1975,4,0,0,1,3,0.0,3,4,2,2,4,2,4,788,6,0,268,1056,5,0,1,1,1074,0,0,1074,1,0,1,1,3,1,3,6,6,0,0,6,1975.0,1,2,495,5,5,1,0,88,0,0,0,0,0,2,0,0,7,2006,4,1,153500,31,2130
1206,20,2,90.0,14684,1,0,3,0,1,4,0,4,7,6,1,6,7,7,1990,1991,0,0,0,1,2,234.0,2,4,2,2,4,3,4,485,1,177,1496,2158,5,1,1,1,2196,0,0,2196,0,0,2,0,3,1,2,7,6,1,5,6,1990.0,1,3,701,5,5,1,84,70,0,0,0,0,0,0,0,0,6,2009,4,1,271900,19,4354
1207,20,1,69.0,8900,1,0,1,0,1,1,0,4,7,6,1,6,4,4,1966,1966,4,0,0,1,3,0.0,3,4,2,4,4,2,3,1056,6,0,0,1056,5,4,1,1,1056,0,0,1056,1,0,1,0,2,1,3,5,6,0,0,3,1966.0,2,1,384,5,5,1,0,42,0,0,0,0,0,2,0,0,11,2006,4,1,107000,40,2112
1208,20,2,70.0,9135,1,0,1,0,1,1,0,13,7,6,1,6,6,5,2003,2003,4,0,5,5,2,120.0,2,4,3,2,4,4,0,340,6,0,1342,1682,5,0,1,1,1700,0,0,1700,1,0,2,0,3,1,2,7,6,0,0,6,2003.0,1,2,544,5,5,1,192,23,0,0,0,0,0,0,0,0,5,2006,4,1,200000,3,3382
1209,20,2,70.0,7763,1,0,1,0,1,1,0,14,7,6,1,6,5,7,1962,1980,4,0,2,3,3,0.0,3,1,2,4,4,2,3,504,1,108,319,931,5,4,1,1,1283,0,0,1283,1,0,1,0,3,1,3,6,6,0,0,3,1980.0,2,2,506,5,5,1,0,0,0,0,0,0,0,0,0,0,10,2008,4,1,140000,46,2214
1210,20,2,85.0,10182,1,0,3,0,1,4,0,10,0,6,1,6,8,5,2006,2006,0,0,5,5,0,420.0,2,4,3,1,4,3,0,1220,6,0,440,1660,5,0,1,1,1660,0,0,1660,1,0,2,0,3,1,2,8,6,1,2,6,2006.0,1,2,500,5,5,1,322,50,0,0,0,0,0,0,0,0,5,2006,8,2,290000,0,3320
1211,60,2,70.0,11218,1,0,1,0,1,1,0,4,7,6,1,2,6,5,1992,1992,4,0,12,13,3,0.0,2,4,3,2,4,2,6,0,6,0,1055,1055,5,0,1,1,1055,790,0,1845,0,0,2,1,3,1,2,8,6,1,5,6,1992.0,1,2,462,5,5,1,635,104,0,0,0,0,0,3,4,400,5,2010,4,1,189000,18,2900
1212,50,2,152.0,12134,1,0,3,1,1,1,2,1,7,6,1,5,8,7,1988,2005,4,0,12,13,3,0.0,2,4,0,2,4,4,0,427,6,0,132,559,5,1,1,1,1080,672,0,1752,0,0,2,0,4,1,3,8,6,0,0,4,1988.0,1,2,492,5,5,1,325,12,0,0,0,0,0,0,0,0,6,2010,4,1,164000,22,2311
1213,30,2,50.0,9340,1,0,1,0,1,1,0,2,7,6,1,6,4,6,1941,1950,0,0,2,3,3,0.0,3,4,2,4,4,2,3,344,6,0,328,672,5,4,1,1,672,0,0,672,1,0,1,0,2,1,3,4,6,0,0,6,1941.0,2,1,234,5,5,0,0,113,0,0,0,0,0,0,0,0,8,2009,4,1,113000,68,1344
1214,80,2,69.0,10246,1,0,3,0,1,4,0,24,7,6,1,3,4,9,1965,2001,4,0,5,5,3,0.0,3,1,2,4,1,4,0,648,6,0,0,648,5,0,1,1,960,0,0,960,1,1,0,0,0,1,3,3,6,0,0,6,1965.0,2,1,364,5,5,1,88,0,0,0,0,0,0,0,0,0,5,2006,4,1,145000,41,1608
1215,85,2,69.0,10205,1,0,3,0,1,1,0,14,7,6,1,4,5,5,1962,1962,4,0,2,3,3,0.0,3,4,2,4,4,4,1,784,6,0,141,925,5,4,1,1,999,0,0,999,1,0,1,0,3,1,3,6,6,0,0,6,1962.0,2,1,300,5,5,1,150,72,0,0,0,0,0,0,0,0,5,2006,4,1,134500,44,1924
1216,20,2,99.0,7094,1,0,3,0,1,1,0,24,7,6,1,6,5,5,1966,1966,4,0,5,5,3,0.0,3,4,2,4,4,2,3,180,5,374,340,894,5,4,1,1,894,0,0,894,0,0,1,0,3,1,3,5,6,0,0,3,1966.0,1,1,384,5,5,1,0,0,0,0,0,0,0,2,0,0,5,2007,4,1,125000,41,1788
1217,90,4,68.0,8930,1,0,1,0,1,1,0,24,2,6,4,5,6,5,1978,1978,4,0,5,5,3,0.0,3,4,1,0,0,0,2,0,0,0,0,0,5,4,1,1,1318,584,0,1902,0,0,2,0,4,2,3,8,6,0,0,6,1978.0,2,2,539,5,5,1,0,0,0,0,0,0,0,0,0,0,4,2010,4,1,112000,32,1902
1218,20,0,72.0,8640,1,0,1,0,1,1,0,10,7,6,1,6,8,5,2009,2009,4,0,10,6,0,72.0,2,4,3,2,4,3,0,936,6,0,364,1300,5,0,1,1,1314,0,0,1314,1,0,2,0,3,1,2,6,6,0,0,6,2009.0,1,2,552,5,5,1,135,112,0,0,0,0,0,0,0,0,9,2009,8,2,229456,0,2614
1219,50,4,52.0,6240,1,0,1,0,1,1,0,3,7,6,1,5,4,5,1947,1950,4,0,9,11,3,0.0,3,4,1,0,0,0,2,0,0,0,0,0,5,1,0,1,672,240,0,912,0,0,1,0,2,1,3,3,6,0,0,0,1980.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2006,4,1,80500,59,912
1220,160,4,21.0,1680,1,0,1,0,1,1,0,21,7,6,0,2,6,5,1971,1971,4,0,10,6,2,236.0,3,4,2,4,4,2,6,0,6,0,672,672,5,4,1,1,672,546,0,1218,0,0,1,1,3,1,3,7,6,0,0,0,1980.0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,4,2006,4,4,91500,35,1890
1221,20,2,66.0,7800,1,0,3,0,1,1,0,14,7,6,1,6,5,5,1964,1964,4,0,12,13,3,0.0,3,4,2,4,4,2,3,312,5,600,0,912,5,4,1,1,912,0,0,912,0,0,1,0,2,1,3,5,6,0,0,6,1964.0,2,1,288,5,5,1,0,0,0,0,0,0,0,0,0,0,11,2006,4,4,115000,42,1824
1222,20,2,55.0,8250,1,0,1,0,1,1,0,24,3,6,1,6,5,5,1968,1968,0,0,0,1,3,0.0,3,4,2,4,4,2,1,250,5,492,210,952,5,0,1,1,1211,0,0,1211,0,0,1,0,3,1,3,5,6,1,5,6,1968.0,2,1,322,5,5,1,0,63,0,0,0,0,0,0,0,0,8,2008,4,1,134000,40,2163
1223,50,2,78.0,10496,1,0,1,0,1,1,0,14,4,6,1,5,6,6,1949,1950,4,0,12,13,2,320.0,3,4,2,4,4,3,3,196,6,0,844,1040,5,0,1,1,1168,678,0,1846,0,0,2,0,3,1,3,7,6,1,2,6,1949.0,2,1,315,5,5,1,0,0,0,0,0,0,0,4,0,0,1,2007,4,1,143000,58,2886
1224,20,2,89.0,10680,1,0,1,0,1,1,0,14,7,6,1,6,5,3,1951,1951,0,0,12,13,2,44.0,3,4,2,4,2,2,5,756,6,0,1380,2136,5,4,0,3,2136,0,0,2136,0,0,2,0,4,1,3,7,5,0,0,3,1951.0,2,2,528,5,5,1,0,30,0,0,0,0,0,2,0,0,10,2006,4,1,137900,55,4272
1225,60,2,60.0,15384,1,0,3,0,1,1,0,1,5,6,1,2,7,5,2004,2005,4,0,5,5,3,0.0,2,4,3,2,4,4,0,724,6,0,64,788,5,0,1,1,788,702,0,1490,1,0,2,1,3,1,2,8,6,1,2,6,2004.0,3,2,388,5,5,1,100,75,0,0,0,0,0,0,0,0,2,2008,4,1,184000,4,2278
1226,80,2,65.0,10482,1,0,1,0,1,1,0,14,7,6,1,3,6,8,1958,1958,0,0,5,5,2,63.0,3,1,2,4,4,4,0,507,6,0,81,588,5,0,1,1,1138,0,0,1138,0,1,1,0,3,1,3,6,6,0,0,6,1958.0,1,1,264,5,5,1,224,0,0,0,0,0,0,1,0,0,6,2007,4,1,145000,49,1726
1227,60,2,86.0,14598,1,0,3,0,1,4,0,10,3,6,1,2,6,5,2007,2007,4,0,5,5,0,74.0,2,4,3,2,4,3,6,0,6,0,894,894,5,0,1,1,894,1039,0,1933,0,0,2,1,4,1,2,9,6,1,2,2,2007.0,3,3,668,5,5,1,100,18,0,0,0,0,0,0,0,0,1,2008,4,1,214000,1,2827
1228,20,2,72.0,8872,1,0,1,0,1,0,0,14,7,6,1,6,5,8,1965,2008,4,0,5,5,2,300.0,3,4,2,4,4,2,4,595,6,0,317,912,5,0,1,1,912,0,0,912,1,0,1,0,2,1,2,5,6,0,0,3,1992.0,2,2,576,5,5,1,0,240,0,0,0,0,0,0,0,0,12,2008,4,1,147000,43,1824
1229,120,2,65.0,8769,1,0,1,0,1,0,0,0,7,6,2,6,9,5,2008,2008,0,0,2,3,2,766.0,1,4,3,1,4,2,0,1540,6,0,162,1702,5,0,1,1,1702,0,0,1702,1,0,1,1,1,1,1,7,6,1,2,6,2008.0,3,3,1052,5,5,1,0,72,0,0,224,0,0,0,0,0,10,2008,8,2,367294,0,3404
1230,80,2,70.0,7910,1,0,1,0,1,1,0,14,7,6,1,3,5,5,1960,1960,0,0,6,1,3,0.0,3,4,2,4,4,2,4,666,6,0,409,1075,5,1,1,1,1507,0,0,1507,0,0,2,0,4,1,3,7,0,0,0,4,1960.0,2,1,404,5,5,1,0,0,0,0,0,0,0,4,0,0,8,2008,4,1,127000,48,2582
1231,90,2,69.0,18890,1,0,3,0,1,1,0,24,3,2,4,5,5,5,1977,1977,3,0,8,9,3,1.0,3,4,2,2,4,2,0,498,3,211,652,1361,5,0,1,1,1361,1259,0,2620,0,0,2,2,4,2,3,12,6,1,5,2,1977.0,1,2,600,5,5,0,155,24,145,0,0,0,0,0,3,8300,8,2007,4,1,190000,30,3981
1232,90,2,70.0,7728,1,0,1,0,1,1,0,14,7,6,4,3,5,6,1962,1962,0,0,12,13,2,120.0,3,4,2,4,4,4,4,803,6,0,303,1106,5,4,1,1,1190,0,0,1190,1,0,1,0,3,1,3,6,6,0,0,6,1962.0,2,2,540,5,5,1,0,18,0,0,0,0,0,4,0,0,5,2006,4,1,132500,44,2296
1233,90,2,70.0,9842,1,0,1,0,1,3,0,14,7,6,4,6,4,5,1962,1962,4,0,0,1,3,0.0,3,4,1,0,0,0,2,0,0,0,0,0,5,4,1,1,1224,0,0,1224,0,0,2,0,2,2,3,6,6,0,0,1,1962.0,2,2,462,5,5,1,0,0,0,0,0,0,0,0,0,0,3,2007,4,1,101800,45,1224
1234,20,2,69.0,12160,1,0,3,0,1,1,0,14,7,6,1,6,5,5,1959,1959,0,0,8,9,2,180.0,3,4,2,4,4,2,3,1000,6,0,188,1188,5,2,1,1,1188,0,0,1188,1,0,1,0,3,1,3,6,6,0,0,6,1959.0,1,2,531,5,5,1,0,0,0,0,0,0,0,2,0,0,5,2010,6,4,142000,51,2376
1235,70,1,55.0,8525,1,0,1,1,1,1,0,23,7,6,1,2,5,6,1911,1950,4,0,2,3,3,0.0,3,4,3,4,4,4,6,0,6,0,940,940,5,4,0,3,1024,940,0,1964,0,0,1,1,4,1,3,7,6,0,0,0,1980.0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,11,2008,4,4,130000,97,2904
1236,70,2,96.0,13132,1,0,1,0,1,1,0,12,7,6,1,2,5,5,1914,1950,4,0,12,13,3,0.0,3,4,5,2,4,3,6,0,6,0,747,747,5,1,1,4,892,892,0,1784,0,0,1,1,4,1,3,9,6,0,0,3,1914.0,2,1,180,3,3,0,203,40,0,0,0,0,0,0,0,0,7,2006,4,1,138887,92,2531
1237,160,2,36.0,2628,1,0,1,0,1,1,0,0,7,6,0,2,7,5,2003,2003,4,0,5,14,0,106.0,2,4,3,2,4,2,6,0,6,0,764,764,5,0,1,1,764,862,0,1626,0,0,2,1,2,1,2,6,6,0,0,2,2003.0,1,2,474,5,5,1,0,27,0,0,0,0,0,0,0,0,6,2010,4,1,175500,7,2390
1238,60,2,41.0,12393,1,0,0,0,1,3,0,13,7,6,1,2,7,5,2004,2005,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,847,847,5,0,1,1,847,1101,0,1948,0,0,2,1,4,1,2,8,6,1,2,2,2004.0,3,2,434,5,5,1,100,48,0,0,0,0,0,0,0,0,9,2006,4,1,195000,2,2795
1239,20,2,63.0,13072,1,0,1,0,1,1,0,4,2,6,1,6,6,5,2005,2005,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,1141,1141,5,0,1,1,1141,0,0,1141,0,0,1,1,3,1,3,6,6,0,0,3,2005.0,2,2,484,5,5,1,0,0,0,0,0,0,0,0,0,0,3,2006,4,4,142500,1,2282
1240,20,2,64.0,9037,1,0,3,2,1,1,0,16,7,6,1,6,8,5,2006,2006,0,0,5,5,2,32.0,2,4,3,2,4,4,0,428,6,0,1048,1476,5,0,1,1,1484,0,0,1484,0,0,2,0,2,1,1,6,6,1,2,6,2006.0,1,2,472,5,5,1,120,33,0,0,0,0,0,0,0,0,12,2007,4,1,265900,1,2960
1241,60,2,65.0,8158,1,0,1,0,1,1,0,13,7,6,1,2,7,5,2003,2003,4,0,5,5,2,252.0,2,4,3,2,4,2,0,550,6,0,334,884,5,0,1,1,884,884,0,1768,1,0,2,1,3,1,2,8,6,0,0,6,2003.0,1,2,543,5,5,1,0,63,0,0,0,0,0,0,0,0,7,2008,4,1,224900,5,2652
1242,20,2,83.0,9849,1,0,1,0,1,1,0,10,7,6,1,6,7,6,2007,2007,0,0,5,5,0,0.0,2,4,3,2,4,4,6,0,6,0,1689,1689,5,0,1,1,1689,0,0,1689,0,0,2,0,3,1,2,7,6,0,0,6,2007.0,1,3,954,5,5,1,0,56,0,0,0,0,0,0,0,0,6,2007,8,2,248328,0,3378
1243,85,2,85.0,10625,1,0,1,0,1,1,0,6,7,6,1,4,7,6,1974,1974,4,0,8,9,2,81.0,3,4,2,2,4,1,0,885,5,168,0,1053,5,4,1,1,1173,0,0,1173,1,0,2,0,3,1,2,6,6,2,5,6,1974.0,1,2,528,5,5,1,0,120,0,0,0,0,0,2,0,0,1,2010,4,5,170000,36,2226
1244,20,2,107.0,13891,1,0,1,0,1,1,0,0,7,6,1,6,10,5,2006,2006,4,0,5,5,3,0.0,1,4,3,1,1,1,0,1386,6,0,690,2076,5,0,1,1,2076,0,0,2076,1,0,2,1,2,1,1,7,6,1,2,6,2006.0,3,3,850,5,5,1,216,229,0,0,0,0,0,0,0,0,9,2006,8,2,465000,0,4152
1245,70,2,69.0,11435,1,0,3,2,1,0,2,12,7,6,1,2,8,7,1929,1950,4,0,6,2,3,0.0,3,4,3,2,4,2,6,0,6,0,792,792,5,2,1,1,792,725,0,1517,0,0,1,0,3,1,2,7,6,2,2,3,1931.0,2,2,400,5,5,1,0,0,0,0,0,0,0,0,0,0,6,2006,4,1,230000,77,2309
1246,80,2,78.0,12090,1,0,1,0,1,1,0,6,7,6,1,3,6,7,1984,2003,0,0,5,5,2,74.0,3,4,2,2,4,2,6,0,6,0,585,585,5,0,1,1,1140,728,0,1868,0,0,3,1,3,1,3,7,6,1,5,2,1984.0,3,2,477,5,5,1,268,112,0,0,147,0,0,0,0,0,1,2007,4,4,178000,23,2453
1247,60,0,65.0,8125,1,0,1,0,1,1,0,10,7,6,1,2,7,5,2005,2006,4,0,5,5,3,0.0,2,4,3,2,4,2,6,0,6,0,756,756,5,0,1,1,756,797,0,1553,0,0,2,1,3,1,2,6,6,0,0,6,2005.0,1,2,615,5,5,1,0,45,0,0,0,0,0,0,0,0,3,2006,8,2,186500,1,2309
1248,80,2,69.0,12328,1,0,3,0,1,1,0,17,7,6,1,3,6,5,1976,1976,4,0,0,1,2,335.0,3,4,2,4,4,4,0,539,6,0,473,1012,5,4,1,1,1034,0,0,1034,1,0,1,0,3,1,3,6,6,0,0,6,1976.0,2,3,888,5,5,1,0,0,0,0,0,0,0,0,0,0,5,2010,4,1,169900,34,2046
1249,75,4,60.0,9600,1,1,1,0,1,1,0,5,7,6,1,0,6,5,1917,1950,4,0,9,11,3,0.0,3,4,5,2,4,2,3,319,6,0,416,735,3,2,0,1,1134,924,0,2058,0,0,1,1,3,1,3,8,6,1,2,3,1950.0,2,2,396,3,3,2,0,0,259,0,0,0,0,0,0,0,4,2008,4,1,129500,91,2793
1250,20,2,60.0,7200,1,0,1,0,1,1,0,14,7,6,1,6,5,7,1950,1950,4,0,2,3,3,0.0,3,4,2,4,4,2,1,534,3,96,246,876,5,4,1,1,988,0,0,988,0,0,1,0,3,1,3,6,6,0,0,6,1950.0,2,1,276,5,5,1,0,80,0,0,0,0,0,0,0,0,5,2007,4,1,119000,57,1864
